Date,FTSE SMALL CAP - PRICE INDEX,FTSE 350 GEN RETAILERS £ - PRICE INDEX,FTSE 350 MINING £ - PRICE INDEX,FTSE 350 BANKS £ - PRICE INDEX,FTSE 350 AERO/DEFENCE £ - PRICE INDEX,FTSE 350 CHEMICALS £ - PRICE INDEX,FTSE 350 FD & DRUG RTL £ - PRICE INDEX,FTSE 350 FD PRODUCERS £ - PRICE INDEX,FTSE 350 GENERAL INDS £ - PRICE INDEX,FTSE 350 MEDIA £ - PRICE INDEX
31/12/1985,843.91,993.6,1003.7,971.6,1042.3,1047.7,993.3,1017.8,954.6,1103
01/01/1986,843.91,993.6,1003.7,971.6,1042.3,1047.7,993.3,1017.8,954.6,1103
02/01/1986,846.07,999.7,1008.4,971.7,1046.5,1047.6,998.8,1018.8,959,1102.7
03/01/1986,850.87,1007.8,1015.1,964.9,1061.2,1049.1,1003.1,1018.1,963.2,1107.4
06/01/1986,855.15,998.7,1020.5,963.4,1063.1,1054.7,1002.1,1014.7,959.1,1103.6
07/01/1986,850.11,957.5,1018.7,949.3,1067.9,1053.3,992.1,1006,961.4,1093.9
08/01/1986,846.23,948.4,1022.7,944.3,1055.2,1050.7,982.8,1002.9,952.3,1088
09/01/1986,835.58,932.8,1010.4,933.7,1027.7,1034.2,959.4,973.6,927.5,1062.2
10/01/1986,836.61,946.4,1026,942.9,1033.7,1031.6,965.8,977.7,939.4,1081.9
13/01/1986,840.95,943.1,1033.5,942.8,1022.7,1027.4,966.6,974.3,938.1,1088.5
14/01/1986,836.13,924.3,1041.5,932.4,1002.8,1024,946.4,961.1,927.8,1079.7
15/01/1986,837.8,923.9,1045.9,933.8,999.6,1026.2,946.7,967,932.9,1077.9
16/01/1986,843.17,947,1049.1,945.4,1007.2,1034.9,953,977.7,947.8,1092.4
17/01/1986,845.56,949.8,1040.4,977,1000.8,1034.9,949.4,986.1,950,1100.9
20/01/1986,845.38,931.9,1058.8,959.5,989.7,1032.5,926.7,980.2,929.5,1104.6
21/01/1986,842.13,926.4,1050.3,949.2,983,1037.9,911.2,971.6,919.5,1108
22/01/1986,843.41,935.4,1055.3,950.1,979.9,1059.4,927.1,976.4,923.9,1107.4
23/01/1986,842.32,911.1,1054.7,923.9,954.2,1067,916.6,970.8,938.2,1103.4
24/01/1986,845.5,925.5,1068.3,926.9,954,1067.8,926.1,971.8,951.7,1094.5
27/01/1986,850.53,945.5,1103.6,932.6,961.1,1072.5,934.8,991.2,958.5,1109.6
28/01/1986,857.61,969.4,1095.2,938.8,969.2,1083.4,952.4,1004.7,966.8,1124.4
29/01/1986,862.95,960.7,1093,944.3,982.2,1088.8,957.2,1004,955.1,1128.2
30/01/1986,869.06,966.7,1095.4,951.2,1000.5,1091.6,964.8,1009.4,961.6,1129.9
31/01/1986,877.02,972.7,1100.4,948.4,997.5,1103.4,965.2,1012.6,965.1,1124.3
03/02/1986,878.64,950.2,1092,928.2,993.7,1115.6,960.8,1010,961,1131.3
04/02/1986,877.7,967.2,1078.3,931.3,992,1124.7,952.8,1008.2,967.9,1132.6
05/02/1986,878.09,955.5,1077.1,931.2,997.1,1121.2,958.3,1001.6,968.9,1144.6
06/02/1986,880.65,950.5,1077.1,930.7,996,1118.2,958.4,1003.3,970.7,1146.2
07/02/1986,884,970.4,1075.8,962.1,997.9,1118.1,956.9,1003.3,991.8,1150.3
10/02/1986,889.18,993.8,1090,960.5,999.1,1132.3,974.8,1018.8,1003.3,1167.7
11/02/1986,892.69,1006.5,1102.1,953.6,991.2,1128.3,971.3,1017.8,995.8,1167.6
12/02/1986,896.58,1011,1112.2,964.1,997.1,1152.3,977.5,1023.9,1014.9,1170
13/02/1986,900.89,1007.5,1109,963.8,998.2,1154.8,986.3,1026.8,1021,1170
14/02/1986,904.83,1007.9,1098.1,964.9,1012.2,1160.7,1000.7,1039.6,1015.7,1175.5
17/02/1986,908.97,995.1,1089.6,964.3,1018.3,1158.7,998.4,1034.8,1011.1,1177.5
18/02/1986,913.63,1019.5,1078.1,970.1,1094.6,1163.1,997.9,1035.1,1011.7,1184.1
19/02/1986,915.73,1027.5,1088.4,975,1086,1168.7,997.8,1035.7,1015.4,1194.3
20/02/1986,915.81,1033.3,1109.7,984.9,1079.8,1165.6,1000.1,1034.3,1018.1,1219.9
21/02/1986,924,1034.4,1113.1,993.3,1083.2,1184.3,1011.8,1043.1,1055.5,1240.6
24/02/1986,932.31,1051.8,1139.3,971.3,1106.5,1243.2,1029.9,1060.9,1074.4,1257
25/02/1986,933.68,1048.8,1173.9,988.7,1106.8,1207,1044.4,1058.2,1067.1,1253.8
26/02/1986,933.25,1055,1172,981.1,1100,1214,1056.8,1059.5,1061,1247.8
27/02/1986,937.29,1063.3,1164.8,993.8,1129.8,1228.3,1071.5,1075.9,1070.5,1250.3
28/02/1986,937.69,1051.3,1160.2,990.5,1136.4,1235.4,1054.5,1075.4,1061.3,1247.3
03/03/1986,938.73,1039.1,1157.2,999.2,1123.1,1236.5,1045.8,1082,1059.9,1250.1
04/03/1986,941.78,1043.7,1147.4,1037.1,1157.2,1270,1044.2,1083.4,1065,1248.5
05/03/1986,945.65,1056.4,1177.7,1037.2,1188,1295.3,1048,1090.5,1083.5,1260.1
06/03/1986,949.54,1050.6,1179.4,1036.5,1192.7,1306.8,1050.9,1097.3,1086,1251.8
07/03/1986,949.18,1044.8,1161.4,1029.3,1195.7,1332.1,1047.5,1092.8,1084.5,1252.4
10/03/1986,955.77,1055.6,1165.2,1009.3,1193.2,1320.7,1045.8,1094,1093.6,1256.9
11/03/1986,967.5,1082.4,1165.4,1005.8,1199.6,1325.7,1053.4,1102.9,1105.8,1265.3
12/03/1986,978.78,1114.2,1174.5,1037.6,1214.4,1330.3,1059.9,1123.2,1157.9,1304.9
13/03/1986,979.46,1104.6,1195.4,1073.1,1203.7,1337.1,1055,1121.2,1158.2,1299.9
14/03/1986,982.91,1114.8,1195.4,1108.3,1207.1,1349.1,1053.6,1132.9,1159.9,1306.1
17/03/1986,986.69,1121.3,1205.1,1110.1,1205.5,1346.3,1045.9,1141.4,1150.3,1311.3
18/03/1986,987.04,1131.1,1224.5,1125.1,1199.3,1342.6,1044.6,1141.1,1151.3,1311.7
19/03/1986,999.98,1168.1,1261.3,1194.2,1204.9,1330.3,1078.7,1157.2,1156.8,1313.8
20/03/1986,1005.69,1206.9,1323.5,1261.7,1225.9,1343.7,1078,1162.6,1160.3,1320.9
21/03/1986,1010.37,1209.2,1338.5,1230.8,1242.7,1335.6,1082.7,1178.2,1179,1335.9
24/03/1986,1009.39,1185.4,1359.7,1205.1,1249.2,1307.7,1074.6,1168.1,1156.2,1329.1
25/03/1986,997.5,1145.8,1329.8,1178.2,1219.6,1287.7,1058.3,1149.8,1129.8,1323.1
26/03/1986,999.44,1169,1314.5,1211.3,1199.6,1287.9,1061.5,1157.3,1139.7,1332.9
27/03/1986,1003.75,1175.6,1311.3,1229.7,1203.5,1294.8,1071.6,1169.3,1147.4,1335.2
28/03/1986,1003.75,1175.6,1311.3,1229.7,1203.5,1294.8,1071.6,1169.3,1147.4,1335.2
31/03/1986,1003.75,1175.6,1311.3,1229.7,1203.5,1294.8,1071.6,1169.3,1147.4,1335.2
01/04/1986,1009.59,1213.2,1291.9,1227.3,1209.4,1299.4,1082.4,1186.7,1155.4,1366.9
02/04/1986,1009.91,1213.2,1291.9,1227.3,1209.4,1299.4,1082.4,1186.7,1155.4,1367.4
03/04/1986,1018.63,1303.9,1361.5,1198.6,1239.9,1308.4,1095.5,1207.5,1185,1375.3
04/04/1986,1021.08,1281.1,1378.9,1251.6,1231.2,1308.6,1094.7,1227.1,1179.7,1368.3
07/04/1986,1014.08,1257.7,1334.3,1226.9,1214.4,1288.9,1080.8,1204.8,1162.5,1344.3
08/04/1986,1016.06,1228.9,1314.1,1226.3,1206.3,1273.9,1081.9,1205.2,1142.4,1343.7
09/04/1986,1010.4,1212,1286.3,1220.1,1178.8,1271.1,1075.6,1201.6,1140.4,1329.8
10/04/1986,1013.68,1237,1288.7,1222,1181.2,1290.7,1094.9,1202.8,1147.5,1326.2
11/04/1986,1018.42,1218.1,1286.3,1223.7,1189,1291.1,1113.4,1213.9,1150.5,1325.9
14/04/1986,1023.15,1210.2,1300.2,1224.9,1178.1,1290.8,1114.7,1219.2,1147.3,1315.6
15/04/1986,1015.44,1169.6,1287.7,1205,1152.1,1275.3,1093.8,1207.4,1109.7,1302.1
16/04/1986,1017.04,1175.7,1278.7,1214.3,1150.5,1279.8,1090.4,1205.9,1111.3,1300.9
17/04/1986,1024.43,1204.1,1309.6,1213.9,1171.6,1309.8,1099.8,1222.3,1131.8,1325.5
18/04/1986,1031.43,1217.2,1301.9,1224.9,1175.1,1310.6,1093.6,1217.5,1141.6,1323
21/04/1986,1036.49,1226.8,1283.2,1225,1169.1,1287.5,1089.9,1220.4,1128,1345.8
22/04/1986,1038.51,1210.9,1284.9,1219.7,1160.5,1289.5,1093.9,1219.6,1119.9,1341.3
23/04/1986,1034.23,1185.5,1258.4,1206.6,1143.7,1264.4,1083.4,1206.3,1105,1330.3
24/04/1986,1026.95,1172.6,1226.5,1192.2,1109.6,1239.6,1057,1183.2,1086.6,1308.6
25/04/1986,1026.34,1171.1,1247.1,1197.1,1111.2,1241,1065.4,1185.8,1089.3,1302.7
28/04/1986,1034.26,1192.3,1250.1,1207.5,1117.4,1241.7,1077.1,1200.1,1106.4,1311.4
29/04/1986,1041.38,1207.1,1253.3,1234,1150.3,1262.9,1094.7,1209.4,1147.7,1341.3
30/04/1986,1047.55,1203.8,1260.4,1241.8,1147.5,1265.1,1102.7,1210.1,1159.7,1350.6
01/05/1986,1043.24,1190.1,1235.3,1230.6,1131.5,1259.1,1088.5,1201.4,1133.9,1342.8
02/05/1986,1048.06,1195.8,1229,1256.3,1134.1,1269.6,1088.7,1203.1,1147.5,1345.9
05/05/1986,1048.06,1195.8,1229,1256.3,1134.1,1269.6,1088.7,1203.1,1147.5,1345.9
06/05/1986,1050.07,1182.9,1222.2,1262.7,1128.7,1268.1,1086.5,1199.4,1148.6,1344.8
07/05/1986,1046.48,1167.5,1206.6,1244.8,1119.8,1261.1,1070.7,1177.1,1136.2,1339.5
08/05/1986,1035.64,1139.7,1193,1225,1106.2,1250.4,1047.6,1152,1123.3,1327.6
09/05/1986,1033.15,1116.3,1207.6,1214.6,1099.8,1243.4,1046.8,1146.7,1125.9,1324.2
12/05/1986,1034.3,1123.2,1203,1213.6,1103.7,1240.9,1046.8,1140.4,1130.2,1313.6
13/05/1986,1041.28,1131.5,1215.1,1214.2,1118.9,1241,1058.9,1157.2,1142,1314.5
14/05/1986,1040.41,1110.8,1221.9,1147.4,1101.6,1224.2,1047.3,1148.3,1135.9,1303.9
15/05/1986,1040,1100.6,1212.1,1122.8,1087.3,1203.4,1040.4,1141.3,1126.6,1298.8
16/05/1986,1029.67,1102.2,1193.9,1115.3,1083.7,1191.5,1027.3,1128.2,1105.5,1284.8
19/05/1986,1029.68,1114.1,1192.5,1119.3,1096.3,1188.1,1030.9,1130.3,1107.5,1281.5
20/05/1986,1031.52,1124,1185.5,1121.3,1122.3,1194.4,1042.2,1132,1113.7,1289.8
21/05/1986,1032.23,1148.8,1177.1,1119.3,1129,1200.2,1048.8,1133.3,1112.3,1292
22/05/1986,1033.03,1151.9,1187.3,1109.6,1141,1199.5,1060.1,1145,1133.3,1303.1
23/05/1986,1036.75,1150.7,1190.4,1120.5,1147.4,1207.1,1060.4,1160.7,1146.8,1311.7
26/05/1986,1036.75,1150.7,1190.4,1120.5,1147.4,1207.1,1060.4,1160.7,1146.8,1308.1
27/05/1986,1036.08,1149.7,1184.1,1115.8,1143.5,1195.6,1061,1160.4,1151.2,1316.5
28/05/1986,1039.7,1173.5,1184.1,1131.3,1150.1,1206.4,1059.2,1170.6,1185.5,1322.3
29/05/1986,1038.21,1154.3,1190.5,1123.5,1124,1201.3,1039.5,1163.5,1165.7,1322.3
30/05/1986,1035.91,1137.1,1183.1,1118.7,1135.5,1207.8,1026.9,1154.4,1159.1,1314.7
02/06/1986,1041.06,1134.5,1186.9,1101.3,1127.8,1222.1,1031.8,1158.8,1157.3,1318.5
03/06/1986,1043.93,1142.9,1179.8,1101.5,1132.7,1226.1,1034.4,1165.4,1160.6,1328.3
04/06/1986,1041.67,1144.5,1173.3,1092.3,1129,1225.3,1002.6,1164.5,1148.3,1352
05/06/1986,1045.24,1150.7,1173.3,1082.5,1127.6,1228.7,1006.2,1179.2,1147.1,1365.4
06/06/1986,1046.54,1151.1,1170.2,1095.3,1130.8,1235.3,992.2,1171.3,1143.2,1370.2
09/06/1986,1049.06,1132.6,1167.6,1085.2,1122.5,1235.7,999.2,1173.7,1140.9,1380.7
10/06/1986,1046.57,1136.2,1154.5,1080.4,1109.9,1220.9,989.1,1165.1,1127.4,1364.7
11/06/1986,1040.71,1102.4,1162.9,1069.8,1110.3,1220.9,959.9,1145.5,1116.7,1347.2
12/06/1986,1042.22,1104.5,1164.2,1079.4,1097.2,1222,962.6,1148.5,1119.5,1347
13/06/1986,1042.44,1103.7,1131.3,1080.8,1100.7,1241.2,962.4,1146.9,1119.8,1353.6
16/06/1986,1045.93,1118.6,1131.9,1088,1104.1,1256.5,974.3,1156.9,1130.9,1363
17/06/1986,1047.78,1126.8,1136.8,1090.6,1111.1,1251.5,996.2,1157,1136.2,1372.7
18/06/1986,1051.39,1136.1,1146.6,1112.8,1129.1,1252.7,1022.9,1176.3,1150,1391.3
19/06/1986,1055.03,1138.5,1151,1131.2,1132.5,1258.4,1041.8,1190.1,1157.4,1393.5
20/06/1986,1057.89,1142,1128.6,1122.9,1142.1,1278.9,1046,1194.1,1159.6,1404.4
23/06/1986,1058.22,1132.1,1131.9,1114,1124.9,1278.8,1036.5,1194.6,1152.7,1406.9
24/06/1986,1056.32,1134.6,1118.4,1120.4,1128.9,1272,1029.9,1195,1148.9,1417.1
25/06/1986,1057.52,1136.1,1113.3,1120.9,1136.9,1268.4,1032.6,1199.4,1145.2,1418.1
26/06/1986,1061.68,1140.8,1116.4,1140,1145.3,1286.9,1030.4,1206.6,1145,1427.8
27/06/1986,1061.3,1139.5,1114.4,1162.3,1147.2,1299.9,1020.2,1213.7,1150.2,1423.2
30/06/1986,1064.21,1152,1128.1,1168.7,1161,1299.4,1022.2,1219.8,1148.9,1430.9
01/07/1986,1069.05,1178.5,1143.2,1188.8,1133.8,1300.5,1030.1,1221.7,1175.7,1437.8
02/07/1986,1074.57,1182.9,1161.9,1188.2,1108.7,1324.3,1032.5,1224.8,1177.2,1440.3
03/07/1986,1077.29,1182,1158.6,1194.9,1104.1,1323.6,1043.7,1224.1,1192.3,1451.4
04/07/1986,1076.98,1169.3,1152.4,1181.5,1101.6,1310.4,1041.6,1221.2,1184,1452
07/07/1986,1076.09,1154.4,1153.4,1176,1094.4,1306.5,1044.2,1221.6,1181.8,1443.1
08/07/1986,1063.47,1140.4,1137.3,1162.7,1077.8,1267.2,1026.1,1196.2,1151.2,1402.3
09/07/1986,1060.06,1136.2,1145.8,1169.3,1087.2,1281.5,1032.1,1192.6,1153.3,1402.8
10/07/1986,1064,1150,1138.1,1187.6,1096.2,1284,1038.9,1203.2,1165.6,1412.3
11/07/1986,1066.25,1148.7,1128.3,1187.5,1092.4,1307.6,1045.9,1204.8,1164.5,1409.2
14/07/1986,1067.01,1120.8,1118,1171.9,1077.1,1304.9,1043,1197.9,1151.7,1399
15/07/1986,1061.04,1123.7,1094,1174.1,1077.3,1291,1028.3,1190,1138.1,1389.4
16/07/1986,1059.69,1124.1,1086.7,1178.2,1069,1291.3,1030.6,1189.7,1137,1389.4
17/07/1986,1062.94,1135.7,1081.4,1186.4,1068.1,1306.8,1038.1,1197.6,1144.2,1393.2
18/07/1986,1060.43,1119.4,1058.8,1178.1,1057.8,1290.5,1038.4,1187.3,1118.7,1384.3
21/07/1986,1049.6,1099.7,1045.1,1148.6,1030.2,1285.4,1014.4,1162.5,1098.4,1362.5
22/07/1986,1045.67,1104.1,1048.1,1143.9,1029.5,1285.5,1002.9,1155.5,1101.3,1353.2
23/07/1986,1048.86,1113.1,1060.5,1160.7,1036.6,1301.2,1013.6,1163.6,1108.8,1366.2
24/07/1986,1044.38,1098.8,1059.7,1154,1037.8,1281.6,996.6,1148.8,1094.5,1367.4
25/07/1986,1038.44,1088.3,1051.3,1153.2,1023.9,1287.4,993.2,1137.4,1089.2,1366.7
28/07/1986,1038.27,1090.6,1048,1156.9,1036.9,1293.1,994.2,1142.9,1083.5,1369.8
29/07/1986,1035.35,1090.7,1044.8,1163.8,1043.5,1293.3,989.2,1141,1086.6,1360.3
30/07/1986,1040.93,1114.8,1050.4,1154.1,1067.3,1297.1,1011.6,1148.7,1095,1360.7
31/07/1986,1039.45,1100.1,1038.2,1136.8,1069.7,1283,1006,1149.6,1084.4,1350.9
01/08/1986,1040.15,1105,1050.5,1129.2,1068,1283.5,1017,1164.1,1085.7,1338.2
04/08/1986,1038.36,1087.2,1047.9,1101.9,1052.6,1271.1,1007.6,1169.2,1084.3,1330.4
05/08/1986,1040.41,1085.1,1074.3,1123.4,1052.6,1283.8,1007.8,1169.1,1080.1,1332
06/08/1986,1037.34,1075.7,1073.8,1111.9,1035.4,1272.7,1006.7,1161.4,1069.9,1334.4
07/08/1986,1029.12,1068.2,1058.4,1090.1,1034.2,1283.1,990.8,1147,1053.3,1336
08/08/1986,1024.58,1070.9,1064.8,1092.9,1028,1275.3,994,1149.5,1049.6,1343
11/08/1986,1022.31,1082.8,1072.5,1092.8,1027.8,1269.7,997.1,1157,1063.3,1356
12/08/1986,1027.78,1097.9,1091.7,1114.2,1042.2,1289.4,1018.5,1179.1,1075.1,1371
13/08/1986,1032.51,1120.1,1106.5,1112.9,1050.2,1306.6,1044.5,1196.5,1080.4,1392.7
14/08/1986,1038.24,1120.2,1124.3,1126.9,1041.4,1309.1,1042.9,1207.2,1086.7,1407.1
15/08/1986,1042.65,1134.2,1125.1,1158.3,1042.6,1323,1076.8,1219.8,1096.1,1419.3
18/08/1986,1046.24,1140.2,1134.4,1160.9,1042.6,1324.1,1087,1222.5,1095.7,1433.6
19/08/1986,1048.99,1152.2,1123,1156.5,1042.6,1311.3,1091.3,1223.2,1104.3,1431.3
20/08/1986,1050.64,1148.8,1133.1,1151.2,1046.7,1311.2,1085.6,1218.7,1117.9,1407.5
21/08/1986,1054.52,1151.3,1151.3,1150.7,1054.1,1312.6,1084.9,1223.8,1121.7,1412.7
22/08/1986,1053.88,1143.5,1158.4,1150.7,1053.9,1312.5,1089.7,1220.2,1113.8,1409.2
25/08/1986,1053.88,1143.5,1158.4,1150.7,1053.9,1312.5,1089.7,1220.2,1113.8,1409.2
26/08/1986,1056.65,1150.9,1151.4,1147.7,1064.8,1321.9,1090.4,1217.7,1113.8,1414.7
27/08/1986,1059.04,1157.8,1159.1,1154.6,1075,1345.4,1091.7,1220.6,1120.5,1410.9
28/08/1986,1062.29,1164.7,1177.6,1203.4,1073.8,1360.3,1098.3,1227.8,1130.4,1405
29/08/1986,1064.28,1176.6,1173.2,1248.5,1073.9,1384.7,1100.8,1237.9,1182.8,1407.3
01/09/1986,1069.34,1199.9,1203.1,1244.9,1098.3,1402.7,1113.7,1251.9,1187.2,1412.9
02/09/1986,1073.38,1194.6,1190.2,1226.6,1091.9,1405.7,1111.2,1249.9,1180.1,1418.7
03/09/1986,1075.41,1196.9,1211,1225.6,1091,1411.7,1120.8,1252.4,1186.1,1420.8
04/09/1986,1079.21,1199.6,1213.8,1218.5,1097.4,1411.9,1132.3,1261,1196.9,1434.8
05/09/1986,1083.77,1199.1,1243.1,1214.4,1079.6,1412.6,1138.2,1266.6,1206.5,1436.4
08/09/1986,1084.08,1188.1,1230.4,1205.4,1065.6,1397.3,1119.7,1252.3,1197.2,1431.4
09/09/1986,1085.2,1192.3,1226.1,1220.2,1070.7,1395.7,1135.7,1251.9,1203.3,1431.1
10/09/1986,1083.81,1190.4,1229.3,1226.3,1054.5,1384.9,1140.1,1253,1200.2,1439.1
11/09/1986,1082.35,1177.2,1212.6,1215.2,1039.5,1368.1,1127.2,1243.9,1187.9,1437.6
12/09/1986,1058.85,1150.7,1195.5,1183.4,1007.7,1333.2,1095.3,1209.3,1144.9,1405.5
15/09/1986,1061.62,1166.1,1201.9,1203.8,1010.4,1348.7,1120.5,1221.9,1167.4,1406.9
16/09/1986,1055.65,1141.1,1175.6,1182.6,995.4,1329.1,1092.3,1193.1,1139.9,1389.9
17/09/1986,1052.2,1151.7,1176.5,1185.2,994.7,1338.5,1101.2,1192.8,1143.5,1388.9
18/09/1986,1053.41,1153.2,1199.1,1189.4,1002.8,1382.1,1116.4,1204.5,1151.9,1403.8
19/09/1986,1051.71,1128.5,1204,1172.2,983.6,1391.9,1101.3,1199.5,1142.7,1381.5
22/09/1986,1051.33,1144.6,1236.5,1183.9,989.4,1391.3,1099,1202.5,1149.5,1388.6
23/09/1986,1052.55,1131.2,1230.2,1191.5,973.3,1389.4,1096.4,1204.8,1151.3,1380
24/09/1986,1051.64,1115.1,1224.9,1187.2,976.9,1378.3,1092.1,1200.2,1142,1392.5
25/09/1986,1047.39,1091.1,1212.8,1177.1,954.2,1380.8,1075.8,1192.6,1128.7,1396.3
26/09/1986,1038.6,1066.1,1222.6,1151,946.3,1365.2,1064.2,1181.6,1103.4,1375.8
29/09/1986,1032.77,1052.2,1217.1,1128.2,936,1353.8,1050.6,1170.6,1097.8,1346.8
30/09/1986,1031.52,1068.6,1223.1,1126.8,938.6,1353,1047.1,1176.8,1107.7,1358.5
01/10/1986,1032.67,1095.9,1239.2,1131.2,959.8,1363.1,1054.6,1179.7,1127.8,1368.5
02/10/1986,1034.19,1078,1232.2,1123.8,974.4,1372.7,1052.4,1182.5,1129.6,1368.8
03/10/1986,1032.24,1065,1250,1119.4,972.9,1369.1,1049.3,1178.1,1114.6,1362.1
06/10/1986,1034.99,1079.1,1279.3,1126.1,987.8,1382.1,1061.5,1184.7,1127.6,1376.3
07/10/1986,1037.82,1088.1,1319.8,1122.5,989.2,1395.9,1073.4,1201.9,1134.5,1381.5
08/10/1986,1037.81,1068.2,1327.1,1125.5,989.5,1381.3,1059.4,1200.3,1131.2,1380.6
09/10/1986,1042.53,1074.5,1370.2,1154.9,1011.6,1399.3,1067.1,1210.4,1148.3,1391.3
10/10/1986,1068.6,1065.9,1368.6,1136.2,999.8,1385.4,1056.9,1211.2,1143.1,1390.1
13/10/1986,1069.51,1093.4,1373.4,1139.3,1002.9,1391.8,1064.9,1213.4,1145.3,1393.7
14/10/1986,1070.7,1076.4,1338.8,1140.9,996.2,1394.6,1063.6,1219.2,1145.2,1380.5
15/10/1986,1073.45,1089.9,1347.4,1145.9,1003.5,1397.6,1068.1,1225.5,1146.3,1378.9
16/10/1986,1077.79,1105,1353.2,1147,996.2,1397.8,1067.4,1230.8,1156,1385
17/10/1986,1083.36,1119.7,1369.3,1134.1,999.4,1412.1,1065.3,1232.3,1152.7,1383.1
20/10/1986,1080.84,1111.1,1348,1117,976.2,1396.3,1073,1233.9,1142.8,1375.8
21/10/1986,1078.49,1114.4,1336.6,1115.9,969.4,1394,1059.4,1222.1,1138.7,1364.9
22/10/1986,1075.7,1102.4,1324.9,1125.6,968.9,1401.5,1064.9,1220.9,1144.2,1351.1
23/10/1986,1073.66,1089.2,1309.2,1109.2,963.5,1383.5,1054.6,1213,1134.2,1326.4
24/10/1986,1071.21,1099.8,1297.5,1118.4,949.8,1375.8,1045.9,1209.1,1130.6,1326.8
27/10/1986,1077.37,1111.2,1313,1116.1,937.9,1371.2,1060.5,1222.9,1132.8,1343.1
28/10/1986,1079.7,1095.9,1303.3,1121.2,935.5,1374.3,1052,1225.3,1136.6,1355.2
29/10/1986,1083.69,1100.1,1292.9,1129.2,947.3,1388.8,1057.7,1234,1149.5,1421
30/10/1986,1088.42,1109.3,1308.4,1148.2,971.3,1418.8,1052.6,1238.4,1156.3,1432.1
31/10/1986,1093.27,1114.9,1324.2,1169,991.2,1416.3,1052,1244.2,1175.3,1427.4
03/11/1986,1097.47,1139.5,1342.1,1169.4,996.9,1416.2,1057.1,1247.3,1183.1,1428.9
04/11/1986,1097.56,1136.9,1344.7,1162.7,996.8,1409,1048.7,1247.1,1178.2,1429.9
05/11/1986,1098.58,1136.2,1348.7,1162.3,996.1,1399.2,1049.9,1244.1,1175.6,1432
06/11/1986,1101.73,1134.6,1356.8,1175.5,999.6,1399.2,1057.6,1253.8,1199.3,1448.3
07/11/1986,1104.1,1139.5,1365.7,1164,1007.2,1393.2,1054.4,1260.5,1203,1435.3
10/11/1986,1109.86,1138.6,1369.3,1159.4,1016.9,1386.1,1066.3,1277.9,1208.2,1436.1
11/11/1986,1113.88,1136.9,1387.6,1148.4,1036.2,1382.5,1075.5,1281.6,1205.3,1454.1
12/11/1986,1118.52,1134.2,1395,1151.6,1050.3,1392.1,1071.2,1288.6,1204.1,1462.5
13/11/1986,1116.09,1117.5,1385,1136.6,1023,1386.4,1055.8,1266.2,1194.5,1442.9
14/11/1986,1117.26,1109.2,1376.4,1138.2,1028,1382.3,1050.4,1258,1195.4,1438.5
17/11/1986,1114.87,1094.9,1351.6,1136.4,1012.9,1365.1,1038.2,1244.1,1172.6,1420.5
18/11/1986,1114.71,1089.3,1336.2,1138.4,1011.8,1369.3,1036,1245,1163.4,1420.4
19/11/1986,1104.85,1063.6,1317.4,1127.9,998.3,1354.7,1027.6,1237.7,1142.6,1409.3
20/11/1986,1106.32,1069.4,1323,1131.2,1008.9,1364.8,1027.9,1245.3,1156.7,1415.1
21/11/1986,1106.93,1073,1333.5,1129.2,1019.2,1369.3,1032.6,1258.5,1157.4,1423.7
24/11/1986,1111.47,1086.5,1331.5,1145.4,1029.3,1375.3,1037.3,1260.3,1163.2,1435
25/11/1986,1110.71,1086.8,1336.4,1148.1,1029.1,1373.5,1024.7,1255.5,1153.8,1435.1
26/11/1986,1110.68,1086.8,1336.4,1148.1,1029.1,1373.5,1024.7,1255.5,1153.8,1435.1
27/11/1986,1115.21,1085.2,1337,1144.4,1036.2,1394.4,1029.6,1271,1160.6,1465
28/11/1986,1119.19,1087.5,1330.4,1141.3,1034.9,1405.5,1036.8,1279.9,1157.3,1483.3
01/12/1986,1117.4,1072.9,1317.6,1129.9,1030.5,1404.6,1025.6,1275.5,1129.6,1471.4
02/12/1986,1119.38,1084,1322.4,1137.4,1042.1,1432,1030,1292.3,1138.1,1482.7
03/12/1986,1119.16,1068.8,1312.4,1122.1,1030.9,1431.1,1028.2,1282.4,1115.9,1489.6
04/12/1986,1119.56,1068.6,1305.5,1112.9,1023.2,1427.8,1029,1279.2,1118.3,1487.8
05/12/1986,1118.84,1067,1306.8,1123,1019.2,1427.3,1034.4,1280.7,1109.8,1493.5
08/12/1986,1123.27,1079.7,1320.1,1127.3,1026.1,1434,1043.1,1291.1,1115.8,1502.6
09/12/1986,1125.53,1078.7,1325.7,1145.6,1027.6,1441.6,1045.2,1293,1125.4,1513.6
10/12/1986,1125.89,1067.3,1330.1,1161,1036.8,1439.2,1042.3,1290.3,1115.1,1507.9
11/12/1986,1129.26,1063.3,1326.5,1162.1,1034.7,1441.7,1036,1294.5,1123.3,1533.3
12/12/1986,1131.49,1061,1325.9,1163.9,1034.4,1431.2,1032.6,1283.6,1116.1,1528.9
15/12/1986,1133.56,1066.1,1330.1,1161.6,1029.7,1424,1036,1282.2,1117.1,1530.4
16/12/1986,1134.1,1062,1325,1164.3,1033.4,1417.1,1033.9,1281.7,1109.3,1532.4
17/12/1986,1132.81,1052.4,1319.6,1160.1,1034.8,1423.1,1025.6,1276.4,1105.5,1528.9
